clean_dist,year,event_count,max_duration,monsoon_peak_flag,cyclonic_flag,flood_occurred,y_lag1,prior_cum_events,prior_3yr_events,prior_5yr_events,prior_10yr_events,flood_acceleration_rate,Dist_Name,Population,Corrected_Percent_Flooded_Area,Parmanent_Water,Mean_Flood_Duration,dfsi_score,dfsi_rank,drainage_stress_ratio,exposure_severity_index,rainfall_anomaly_pct,hydro_rain_stress
adilabad,1967,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,7.947426448179723,1.6070291054146326
adilabad,1968,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,7.169748970877403,1.595451707214684
adilabad,1969,1,8.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,22.062151555792965,1.8171570798295675
adilabad,1970,0,0.0,0,0,0,1.0,1.0,1.0,1.0,1.0,0.2333333333333333,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,29.575082571939102,1.9290031812807689
adilabad,1971,0,0.0,0,0,0,0.0,1.0,1.0,1.0,1.0,0.2333333333333333,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-8.953058864984072,1.3554291119036737
adilabad,1972,0,0.0,0,0,0,0.0,1.0,1.0,1.0,1.0,0.2333333333333333,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-15.445326257368771,1.2587777789077446
adilabad,1973,0,0.0,0,0,0,0.0,1.0,0.0,1.0,1.0,-0.1,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,15.885427258501904,1.7252032829816777
adilabad,1974,0,0.0,0,0,0,0.0,1.0,0.0,1.0,1.0,-0.1,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,12.278955666446535,1.6715132135934438
adilabad,1975,0,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,-0.1,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,1.8703876146571217,1.516559340626919
adilabad,1976,0,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,-0.1,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,20.38009564355732,1.7921160677662082
adilabad,1977,0,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,-0.1,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-2.208078215588695,1.455842624070546
adilabad,1978,1,21.0,1,0,1,0.0,1.0,0.0,0.0,1.0,-0.1,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-12.658280926534804,1.3002689298515813
adilabad,1979,0,0.0,0,0,0,1.0,2.0,1.0,1.0,2.0,0.1333333333333333,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-7.827738601125336,1.3721819190472695
adilabad,1980,0,0.0,0,0,0,0.0,2.0,1.0,1.0,1.0,0.2333333333333333,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-39.99446170414113,0.8933112136194297
adilabad,1981,0,0.0,0,0,0,0.0,2.0,1.0,1.0,1.0,0.2333333333333333,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-27.59868532020853,1.0778489472980908
adilabad,1982,0,0.0,0,0,0,0.0,2.0,0.0,1.0,1.0,-0.1,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,0.3853773217607905,1.494451775481118
adilabad,1983,2,7.0,1,0,1,0.0,2.0,0.0,1.0,1.0,-0.1,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-4.506162979168895,1.4216307005138862
adilabad,1984,0,0.0,0,0,0,1.0,3.0,1.0,1.0,2.0,0.1333333333333333,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,10.234562190935089,1.6410780292989495
adilabad,1985,0,0.0,0,0,0,0.0,3.0,1.0,1.0,2.0,0.1333333333333333,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-19.734990077750066,1.194916927022534
adilabad,1986,1,7.0,1,0,1,0.0,3.0,1.0,1.0,2.0,0.1333333333333333,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-34.295994167546546,0.9781451322118666
adilabad,1987,1,1.0,1,0,1,1.0,4.0,1.0,2.0,3.0,0.0333333333333333,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,14.068402513128502,1.698152970184499
adilabad,1988,1,38.0,1,0,1,1.0,5.0,2.0,3.0,4.0,0.2666666666666666,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-3.6124208077845794,1.4349359707682037
adilabad,1989,0,0.0,0,0,0,1.0,6.0,3.0,3.0,4.0,0.6,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,10.462429064623134,1.644470316732058
adilabad,1990,1,31.0,1,0,1,0.0,6.0,2.0,3.0,4.0,0.2666666666666666,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-11.096836033233425,1.3235143880584146
adilabad,1991,0,0.0,0,0,0,1.0,7.0,2.0,4.0,5.0,0.1666666666666666,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-3.503518722992216,1.4365572120118348
adilabad,1992,0,0.0,0,0,0,0.0,7.0,1.0,3.0,5.0,-0.1666666666666666,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-3.4318434340528308,1.437624252507885
adilabad,1993,0,0.0,0,0,0,0.0,7.0,1.0,2.0,5.0,-0.1666666666666666,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-30.115032184938727,1.0403877239600658
adilabad,1994,0,0.0,0,0,0,0.0,7.0,0.0,1.0,4.0,-0.4,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-3.370809496085613,1.4385328736576304
adilabad,1995,0,0.0,0,0,0,0.0,7.0,0.0,1.0,4.0,-0.4,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-9.610219038700892,1.3456458724061646
adilabad,1996,2,31.0,1,0,1,0.0,7.0,0.0,0.0,4.0,-0.4,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,4.714877792923922,1.5589056814054576
adilabad,1997,0,0.0,0,0,0,1.0,8.0,1.0,1.0,4.0,-0.0666666666666667,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,2.071829150511535,1.519558230195749
adilabad,1998,0,0.0,0,0,0,0.0,8.0,1.0,1.0,3.0,0.0333333333333333,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,34.84305582155371,2.0074282685406337
adilabad,1999,0,0.0,0,0,0,0.0,8.0,1.0,1.0,2.0,0.1333333333333333,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-5.422560465217628,1.407988157280898
adilabad,2000,2,4.0,1,0,1,0.0,8.0,0.0,1.0,2.0,-0.2,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-28.622509809476284,1.0626071225763187
adilabad,2001,0,0.0,0,0,0,1.0,9.0,1.0,2.0,2.0,0.1333333333333333,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,3.7787408040346566,1.5449692733103333
adilabad,2002,1,5.0,1,0,1,0.0,9.0,1.0,1.0,2.0,0.1333333333333333,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-19.53349839953637,1.1979165630679909
adilabad,2003,0,0.0,0,0,0,1.0,10.0,2.0,2.0,3.0,0.3666666666666666,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,12.723795309692434,1.678135606340172
adilabad,2004,0,0.0,0,0,0,0.0,10.0,1.0,2.0,3.0,0.0333333333333333,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-19.655587035894523,1.1960990117050398
adilabad,2005,0,0.0,0,0,0,0.0,10.0,1.0,2.0,3.0,0.0333333333333333,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-16.044371912964177,1.249859698730297
adilabad,2006,2,7.0,1,0,1,0.0,10.0,0.0,1.0,3.0,-0.3,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-2.0568250955047063,1.4580943513627795
adilabad,2007,0,0.0,0,0,0,1.0,11.0,1.0,2.0,3.0,0.0333333333333333,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,0.1163303337446883,1.490446433670829
adilabad,2008,1,7.0,1,0,1,0.0,11.0,1.0,1.0,3.0,0.0333333333333333,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-6.64008529057684,1.3898626873619242
adilabad,2009,0,0.0,0,0,0,1.0,12.0,2.0,2.0,4.0,0.2666666666666666,Adilabad,802880,0.988714607,0.22104424,8.0,510.17977159178935,180,0.1859523208500457,4.287674217703995,-1.850372518211866,1.4611678410374662
